,CAPE,Date,Price,Return_5y,Return_1y,Return_1m,CAPE_Bucket_Full,CAPE_Bucket_Full_Lagged_5y,Perc_0.2_Roll,Perc_0.4_Roll,Perc_0.6_Roll,Perc_0.8_Roll,CAPE_Bucket_Roll,CAPE_Bucket_Roll_Lagged_5y,CAPE_Bucket_Roll_Lagged_1y,CAPE_Bucket_Roll_Lagged_1m,EP,Roll_Median,Roll_Perc_0.05,Roll_Perc_0.95,Equity_Weight
158,18.57,1995-03-31,2017.949951171875,0.022619977067418563,-0.10413274861236066,0.647164896201117,e)Below18.8,b)22.7to29.5,14.098,17.006,18.854,20.91,3,1.0,2.0,2.0,0.05385029617662897,0.054764512595837894,0.04135252271126339,0.10155385776463655,0.9848140175230599
159,19.34,1995-04-30,2099.949951171875,0.028666788425275723,-0.01749377037870048,0.48762359018297996,d)18.8to20.4,b)22.7to29.5,14.114,17.018,18.902,20.89,2,1.0,2.0,3.0,0.05170630816959669,0.05470466066950365,0.041388771711886874,0.10153835020211523,0.9501517288206092
160,20.59,1995-05-31,2089.0400390625,0.021687615375831547,0.03374325867846317,-0.06234384073746213,c)20.4to22.7,b)22.7to29.5,14.13,17.03,18.95,20.87,2,1.0,2.0,2.0,0.04856726566294318,0.0546448087431694,0.041425020712510356,0.10152284263959391,0.898872490127844
161,20.94,1995-06-30,2222.510009765625,0.031159898380968044,0.03267372781857136,0.7666869080959646,c)20.4to22.7,b)22.7to29.5,14.142000000000001,17.042,19.118,20.926000000000002,1,1.0,2.0,2.0,0.04775549188156638,0.0546448087431694,0.04142931969764034,0.10138741197006478,0.8850977974699253
162,21.71,1995-07-31,2234.22998046875,0.07548904963805847,0.012296685453407674,0.06327964680452869,c)20.4to22.7,b)22.7to29.5,14.154,17.054,19.252,20.958,1,1.0,2.0,1.0,0.046061722708429294,0.0546448087431694,0.04143361868277032,0.10125198130053573,0.8565141929814204
163,21.92,1995-08-31,2201.27001953125,0.1315215668769715,0.09937070661291503,-0.17702722401344673,c)20.4to22.7,c)20.4to22.7,14.166,17.112,19.318,20.982,1,2.0,1.0,1.0,0.04562043795620438,0.05457036077485445,0.0414379176679003,0.10111655063100658,0.8500313701189675
164,21.44,1995-09-30,2165.760009765625,0.10195329519214011,0.050534021329589285,-0.19357921263936584,c)20.4to22.7,e)Below18.8,14.178,17.216,19.363999999999997,21.006,1,3.0,2.0,1.0,0.046641791044776115,0.0544959128065395,0.04144221665303029,0.10098111996147745,0.8680842050268488
165,21.09,1995-10-31,2254.949951171875,0.11393528132714263,0.0960831384449683,0.4941818539676621,c)20.4to22.7,e)Below18.8,14.19,17.32,19.4,21.03,1,3.0,2.0,1.0,0.0474158368895211,0.054436645908435596,0.041446515638160264,0.1008456892919484,0.8818029176662334
166,21.68,1995-11-30,2260.68994140625,0.12543131408669553,0.07779697397432628,0.030546080535712505,c)20.4to22.7,e)Below18.8,14.254000000000001,17.368000000000002,19.4,21.054,1,2.0,2.0,1.0,0.046125461254612546,0.0543773790103317,0.04145081462329025,0.10071025862241927,0.8607493219841813
167,21.6,1995-12-31,2463.0,0.14661824717322233,0.2164044534004126,1.073884860838037,c)20.4to22.7,e)Below18.8,14.318,17.416,19.401999999999997,21.078,1,3.0,2.0,1.0,0.046296296296296294,0.054333097757065955,0.04145511360842023,0.10057482795289022,0.8640588583709654
168,23.83,1996-01-31,2485.179931640625,0.1177065434121511,0.18463179729433765,0.10806300433921923,b)22.7to29.5,e)Below18.8,14.382,17.462,19.408,21.154,1,3.0,2.0,1.0,0.04196391103650861,0.054288816503800214,0.04145941259355022,0.10043939728336107,0.7910324064661751
169,24.07,1996-02-29,2489.35009765625,0.12855768892273017,0.30013222706332243,0.020136164609401597,b)22.7to29.5,d)18.8to20.4,14.446000000000002,17.506,19.433999999999997,21.272000000000002,1,2.0,2.0,1.0,0.04154549231408392,0.054171435278927135,0.041463711578680194,0.10030396661383194,0.7854199823352167
170,23.57,1996-03-31,2492.6298828125,0.11024661489565184,0.235228793144729,0.01581032009601735,b)22.7to29.5,d)18.8to20.4,14.51,17.55,19.47,21.36,1,2.0,3.0,1.0,0.04242681374628765,0.05405405405405406,0.04146801056381018,0.10016853594430289,0.8019227216042881
171,23.33,1996-04-30,2523.81005859375,0.09553503785983715,0.2018429568692055,0.15010736730509944,b)22.7to29.5,d)18.8to20.4,14.522,17.606,19.488,21.424000000000003,1,2.0,2.0,1.0,0.042863266180882986,0.05399574331613167,0.04147230954894016,0.10003310527477376,0.8098988069190856
172,24.96,1996-05-31,2570.43994140625,0.11660928508127899,0.2304407255687584,0.22171184865701843,b)22.7to29.5,d)18.8to20.4,14.534,17.662,19.53,21.482,1,2.0,2.0,1.0,0.04006410256410256,0.05393743257820928,0.041135028707522496,0.09989767460524471,0.763909030947082
173,25.73,1996-06-30,2491.5,0.10772745337734216,0.12102982171168786,-0.36852808019967087,b)22.7to29.5,d)18.8to20.4,14.546,17.694000000000003,19.619999999999997,21.546000000000003,1,2.0,1.0,1.0,0.0388651379712398,0.05389386437741912,0.04058502241788475,0.09976224393571556,0.7460386611485132
174,24.59,1996-07-31,2534.489990234375,0.10723325123446106,0.13439082475414166,0.20705594333232913,b)22.7to29.5,e)Below18.8,14.558,17.702,19.666,21.616000000000003,1,3.0,1.0,1.0,0.040666937779585195,0.05385029617662897,0.04057828155673103,0.09962681326618643,0.7767368973387575
175,25.28,1996-08-31,2655.489990234375,0.1308053141687088,0.20634450416030692,0.5728963245444616,b)22.7to29.5,e)Below18.8,14.57,17.71,19.69,21.68,1,2.0,1.0,1.0,0.03955696202531645,0.053792423746562734,0.04036734405277544,0.09949138259665738,0.7592271760887798
176,25.94,1996-09-30,2671.39990234375,0.13820111399967053,0.23346995525734382,0.07189593860816856,b)22.7to29.5,e)Below18.8,14.576,17.718,19.78,21.704,1,3.0,1.0,1.0,0.03855050115651503,0.05373455131649651,0.040348616209742505,0.09935595192712825,0.7426752118972948
177,26.09,1996-10-31,2848.840087890625,0.1626646953828883,0.26337175971915094,0.7970660718727958,b)22.7to29.5,e)Below18.8,14.582,17.726,19.844,21.758,1,3.0,1.0,1.0,0.038328861632809505,0.05361954960153343,0.04028380893300248,0.0992205212575992,0.7405575003147489
178,27.43,1996-11-30,2880.070068359375,0.16519914922427312,0.2739783619189471,0.13154819297087617,b)22.7to29.5,e)Below18.8,14.588,17.736,19.855999999999998,21.838,1,3.0,1.0,1.0,0.03645643456069996,0.05350454788657035,0.04001338851022395,0.09908509058807005,0.7113996596305288
179,27.36,1996-12-31,3037.699951171875,0.16040814369842135,0.23333331350867836,0.6567751995101698,b)22.7to29.5,e)Below18.8,14.594,17.748,19.884,21.912,1,3.0,1.0,1.0,0.03654970760233918,0.05350454788657035,0.03954606907747313,0.09894965991854092,0.7145822324176792
180,29.04,1997-01-31,3261.0400390625,0.17338157741544089,0.31219474193551866,0.88227313354421,b)22.7to29.5,e)Below18.8,14.6,17.76,19.92,21.92,1,2.0,1.0,1.0,0.03443526170798898,0.05350454788657035,0.03933910306845004,0.09881422924901187,0.6793737583559132
181,31.3,1997-02-28,3407.830078125,0.1966398145363804,0.3689637634069667,0.5401591049634566,a)Above29.5,d)18.8to20.4,14.602,17.82,19.956,21.96,1,2.0,1.0,1.0,0.03194888178913738,0.05344741542753504,0.03920725307580588,0.09880935194253364,0.6392990507520702
182,30.68,1997-03-31,3438.090087890625,0.1979063770859392,0.379302282941155,0.10655464294372674,a)Above29.5,e)Below18.8,14.604,17.88,19.984,22.233999999999998,1,2.0,1.0,1.0,0.03259452411994785,0.05339028296849973,0.0388986555343667,0.0988044746360554,0.6528591185231676
183,31.96,1997-04-30,3562.72998046875,0.1944651131956241,0.4116474289883285,0.4350318556821602,a)Above29.5,e)Below18.8,14.606,17.94,19.996,22.442,1,2.0,1.0,1.0,0.03128911138923655,0.05336180815091653,0.038711782301101824,0.09879959732957716,0.6326593544594717
184,34.01,1997-05-31,3766.889892578125,0.22928744378866978,0.4654650481805518,0.6876521540344633,a)Above29.5,d)18.8to20.4,14.607999999999999,18.0,20.02,22.61000000000001,1,2.0,1.0,1.0,0.02940311673037342,0.05333333333333334,0.038577344832368694,0.09879472002309893,0.6026027948384622
185,33.94,1997-06-30,4405.52001953125,0.34778333048741156,0.7682199556617499,2.034453286924302,a)Above29.5,e)Below18.8,14.61,18.06,20.05,23.09,1,3.0,1.0,1.0,0.029463759575721865,0.053304919197300654,0.038384271513735885,0.0987898427166207,0.6053152193279782
186,41.35,1997-07-31,3919.7900390625,0.31240091166770945,0.5465794120970351,-1.3230582859194864,a)Above29.5,e)Below18.8,14.644,18.072,20.056,23.282,1,4.0,1.0,1.0,0.02418379685610641,0.05327650506126798,0.03719616216091481,0.09878496541014246,0.5276299153364958
187,36.07,1997-08-31,4154.89013671875,0.36525658066107736,0.5646416111521615,0.7197327264369884,a)Above29.5,e)Below18.8,14.677999999999999,18.084,20.066,23.336,1,3.0,1.0,1.0,0.02772387025228722,0.05324815141301824,0.03660606177705644,0.09878008810366423,0.5894703517084636
188,37.55,1997-09-30,3753.659912109375,0.3039551818873649,0.40512841556073487,-1.1588182928742543,a)Above29.5,e)Below18.8,14.712,18.096,20.084,23.355999999999998,1,4.0,1.0,1.0,0.026631158455392812,0.0532197977647685,0.03649374377735565,0.09877521079718599,0.5730890651482262
189,34.1,1997-10-31,3972.080078125,0.3141451913996806,0.39427976144005283,0.6982630428856842,a)Above29.5,e)Below18.8,14.746,18.108,20.11,23.396,1,4.0,1.0,1.0,0.029325513196480937,0.053106984202998975,0.035344789491708925,0.09877033349070775,0.625049002230183
190,35.98,1997-11-30,4224.2998046875,0.34917021342605964,0.4667350808912307,0.7619777696371894,a)Above29.5,e)Below18.8,14.78,18.12,20.14,23.46,1,4.0,1.0,1.0,0.027793218454697056,0.05299417064122946,0.03351489291396842,0.09876545618422952,0.6137818445773002
191,35.87,1997-12-31,4442.52978515625,0.3644748132077028,0.46246497566108324,0.619927535143006,a)Above29.5,e)Below18.8,14.783999999999999,18.136,20.164,23.468,1,4.0,1.0,1.0,0.027878449958182328,0.05288230959502106,0.03230398507108314,0.09876057887775129,0.6237565273119687
192,38.05,1998-01-31,4693.85986328125,0.3587861821540561,0.4393751094913463,0.6788836728967311,a)Above29.5,e)Below18.8,14.788,18.152,20.184,23.53,1,4.0,1.0,1.0,0.02628120893561104,0.052770448548812667,0.03168497362917705,0.09875570157127304,0.6050551346919849
193,42.29,1998-02-28,5097.25,0.40795903054546034,0.49574652583749845,1.0312795399991161,a)Above29.5,e)Below18.8,14.792,18.172,20.195999999999998,23.59,1,3.0,1.0,1.0,0.023646252069047056,0.052386264316008,0.03065023825450641,0.09875082426479481,0.5779770200124416
194,44.86,1998-03-31,5241.22998046875,0.4443488406347689,0.5244597571567438,0.3389591967482479,a)Above29.5,e)Below18.8,14.796000000000001,18.196,20.208,23.634000000000004,1,3.0,1.0,1.0,0.02229157378510923,0.052002080083203325,0.02944556672211733,0.09874594695831658,0.5712793177060416
195,44.1,1998-04-30,5556.990234375,0.4830083846307575,0.5597562163955698,0.722945388963093,a)Above29.5,e)Below18.8,14.8,18.22,20.22,23.69,1,3.0,1.0,1.0,0.022675736961451247,0.05185419412640001,0.0293837158469003,0.09874106965183835,0.5793026180466629
196,48.48,1998-05-31,5841.830078125,0.486898331342881,0.5508364313050707,0.6150952189651342,a)Above29.5,e)Below18.8,14.812000000000001,18.236,20.25,23.802,1,4.0,1.0,1.0,0.020627062706270627,0.05170630816959669,0.029036100548821216,0.09873619234536012,0.5541003654048362
197,50.75,1998-06-30,5861.18994140625,0.4430022011318825,0.33041954534799367,0.039768078884206304,a)Above29.5,e)Below18.8,14.824,18.252000000000002,20.284,23.932000000000002,1,3.0,1.0,1.0,0.019704433497536946,0.051626349961087004,0.02786566523265954,0.09873131503888187,0.5495431630015595
198,50.53,1998-07-31,4811.27978515625,0.2980930257568561,0.22743303524159386,-2.149550176832726,a)Above29.5,e)Below18.8,14.836,18.268,20.326,24.028000000000002,1,3.0,1.0,1.0,0.019790223629527013,0.051546391752577324,0.027786283634456073,0.09872643773240364,0.5523527045176087
199,50.2,1998-08-31,4430.91015625,0.2639137906486738,0.06643256751651005,-0.9486946822251303,a)Above29.5,e)Below18.8,14.848,18.284000000000002,20.344,24.07,1,2.0,1.0,1.0,0.0199203187250996,0.051546391752577324,0.0276692346624425,0.0987215604259254,0.554890389756505
200,38.52,1998-09-30,4690.990234375,0.25433759927397903,0.24971104048125947,0.7043611419423028,a)Above29.5,e)Below18.8,14.86,18.3,20.35,24.07,1,2.0,1.0,1.0,0.025960539979231565,0.051546391752577324,0.026631158455392812,0.09871668311944717,0.6450625573915784
201,39.84,1998-10-31,5026.14013671875,0.289657690313435,0.2653672730312411,0.8573453849154813,a)Above29.5,d)18.8to20.4,14.86,18.3,20.368,24.078,1,2.0,1.0,1.0,0.0251004016064257,0.05153311344455244,0.02629870641160013,0.09861176683787093,0.6344683563064365
202,41.3,1998-11-30,5006.56982421875,0.24398456406963315,0.18518335717157264,-0.046724473176610104,a)Above29.5,d)18.8to20.4,14.86,18.3,20.403999999999996,24.086,1,2.0,1.0,1.0,0.02421307506053269,0.05151983513652756,0.02599260687486951,0.09850685055629468,0.6234290162914626
203,41.21,1998-12-31,5180.2900390625,0.2725248388522741,0.16606759877476018,0.41638140509710997,a)Above29.5,d)18.8to20.4,14.86,18.310000000000002,20.476,24.11,1,2.0,1.0,1.0,0.02426595486532395,0.051440451723374206,0.025229422362346578,0.0984019342747185,0.6286242449815964
204,43.72,1999-01-31,4903.9599609375,0.2663243361392179,0.04476062425719274,-0.6401110579708211,a)Above29.5,c)20.4to22.7,14.86,18.330000000000002,20.504,24.226000000000006,1,2.0,1.0,1.0,0.022872827081427266,0.05136106831022086,0.024432844213544302,0.09829701799314225,0.6143158479806574
205,42.43,1999-02-28,4865.27001953125,0.2540870497272718,-0.045510810823238046,-0.09467436532378315,a)Above29.5,d)18.8to20.4,14.86,18.35,20.51,24.57,1,2.0,1.0,1.0,0.023568230025925053,0.05132155979613607,0.024226295011730507,0.09819210171156606,0.624781625341582
206,40.61,1999-03-31,5360.43994140625,0.27595259671800587,0.022744653713294705,1.2213174271204155,a)Above29.5,d)18.8to20.4,14.894,18.366,20.516000000000002,24.586,1,2.0,1.0,1.0,0.02462447672986949,0.05128205128205128,0.024228939001970068,0.09808718542998981,0.6390711147175483
207,39.92,1999-04-30,5068.58984375,0.27428950333798047,-0.08788937356841164,-0.6533421156018466,a)Above29.5,d)18.8to20.4,14.928,18.382,20.534,24.698000000000004,1,2.0,1.0,1.0,0.0250501002004008,0.05108631826189078,0.024231582992209632,0.09798226914841356,0.6469698192862194
208,42.25,1999-05-31,5378.52001953125,0.33230275225866474,-0.07930906109861624,0.7337666341183722,a)Above29.5,c)20.4to22.7,14.962,18.396,20.576,24.774,1,2.0,1.0,1.0,0.023668639053254437,0.050890585241730284,0.024195508137876923,0.09787735286683738,0.6305474396221742
209,44.24,1999-06-30,5101.8701171875,0.2741096516652165,-0.1295504550798724,-0.6172327733409331,a)Above29.5,d)18.8to20.4,14.996,18.408,20.605999999999998,24.784000000000002,1,2.0,1.0,1.0,0.022603978300180832,0.05083889343346037,0.023900460064537825,0.09777243658526112,0.6177858443335573
210,41.74,1999-07-31,5270.77001953125,0.27762164747599094,0.09550270507913883,0.39726586164884825,a)Above29.5,c)20.4to22.7,15.03,18.42,20.63,24.8,1,2.0,1.0,1.0,0.02395783421178725,0.05078720162519045,0.023813236632520843,0.09766752030368495,0.6367256429855734
211,42.53,1999-08-31,5149.830078125,0.314391445092259,0.1622510717941168,-0.2753448341508302,a)Above29.5,c)20.4to22.7,15.100000000000001,18.452,20.683999999999997,24.928000000000004,1,1.0,1.0,1.0,0.02351281448389372,0.050595213715821034,0.023658564910361116,0.09756260402210869,0.6335464264547569
212,41.34,1999-09-30,5525.39990234375,0.3360354381547072,0.17787495310783186,0.8751430284600552,a)Above29.5,d)18.8to20.4,15.170000000000002,18.484,20.749999999999996,25.152000000000008,1,2.0,1.0,1.0,0.024189646831156264,0.05040322580645162,0.023659684259571486,0.09745768774053244,0.6447928434533035
213,44.07,1999-10-31,5896.0400390625,0.37318789421949655,0.17307513891000514,0.8049519888575656,a)Above29.5,d)18.8to20.4,15.24,18.508,20.84,25.336000000000002,1,2.0,1.0,1.0,0.02269117313365101,0.05037784653867394,0.023618944353954355,0.09735277145895625,0.624505135674088
214,45.77,1999-11-30,6958.14013671875,0.4634666918701618,0.389801876538201,2.161654447296044,a)Above29.5,d)18.8to20.4,15.310000000000002,18.524,20.898000000000003,25.438000000000002,1,2.0,1.0,1.0,0.021848372296263928,0.050352467270896276,0.02355160536331565,0.09724785517738001,0.6132219068602788
215,45.74,1999-12-31,6835.60009765625,0.4751810312995013,0.31954003465283165,-0.21133240202940762,a)Above29.5,d)18.8to20.4,15.38,18.54,20.94,25.51,1,2.0,1.0,1.0,0.021862702229995628,0.05027663524187384,0.023352817633277106,0.09714293889580382,0.6149358135516734
216,53.12,2000-01-31,7644.5498046875,0.5287984792839209,0.5588524102113746,1.4201235218109698,a)Above29.5,d)18.8to20.4,15.39,18.552,20.958,25.686000000000003,1,2.0,1.0,1.0,0.01882530120481928,0.0502008032128514,0.022836496291872014,0.09703802261422757,0.5771582666409485
217,58.95,2000-02-29,7599.39013671875,0.593798512477415,0.5619667780434767,-0.07088919942580585,a)Above29.5,c)20.4to22.7,15.4,18.564,20.976,25.802000000000003,1,2.0,1.0,1.0,0.016963528413910092,0.050125426631450726,0.022688857707821045,0.09693310633265133,0.5533405101166321
218,56.83,2000-03-31,7414.68017578125,0.5348725543441111,0.38322232071050744,-0.2916707119088695,a)Above29.5,e)Below18.8,15.41,18.578,20.994,25.886000000000003,1,3.0,1.0,1.0,0.01759633996128805,0.050050050050050046,0.022668561095324207,0.09682819005107514,0.5623803605041463
219,53.62,2000-04-30,7109.669921875,0.4771275589599129,0.40269190071511196,-0.49363195176376573,a)Above29.5,d)18.8to20.4,15.42,18.594,21.012,25.970000000000002,1,2.0,1.0,1.0,0.01864975755315181,0.050025025025025024,0.022588358074427252,0.0967232737694989,0.5767815046701538
220,52.94,2000-05-31,6898.2099609375,0.4604191238032197,0.282547975258572,-0.356911018251715,a)Above29.5,c)20.4to22.7,15.43,18.61,21.03,26.09,1,2.0,1.0,1.0,0.018889308651303362,0.05,0.02229157378510923,0.0966183574879227,0.5814336394120198
221,50.0,2000-06-30,7190.3701171875,0.44704951479123023,0.4093596959601402,0.5082364692946415,a)Above29.5,c)20.4to22.7,15.434,18.642,21.048,27.010000000000012,1,1.0,1.0,1.0,0.02,0.04993765586034912,0.021884145807751307,0.09654481354311742,0.5990170357642286
222,51.34,2000-07-31,7216.4501953125,0.4459899167406626,0.36914533712747466,0.04352501086862137,a)Above29.5,c)20.4to22.7,15.437999999999999,18.674000000000003,21.066,27.312,1,1.0,1.0,1.0,0.019477989871445264,0.04987531172069825,0.0218498052896371,0.09647126959831213,0.5926464036739737
223,50.51,2000-08-31,6798.1201171875,0.4176543592444081,0.32006687872362294,-0.695627462482975,a)Above29.5,c)20.4to22.7,15.442,18.69,21.084,27.388,1,1.0,1.0,1.0,0.019798059790140567,0.04986288018736807,0.02081025914476962,0.09639772565350689,0.6022512489719143
224,48.25,2000-09-30,7077.43994140625,0.45357564176024834,0.2808918931649018,0.4930536431903647,a)Above29.5,c)20.4to22.7,15.446,18.69,21.154,27.752000000000027,1,1.0,1.0,1.0,0.02072538860103627,0.04985044865403789,0.020646727885223756,0.0963241817087016,0.615142178000101
225,50.22,2000-10-31,6372.330078125,0.36518594346746924,0.0807813440727978,-1.1955337564749122,a)Above29.5,c)20.4to22.7,15.45,18.69,21.25,29.04,1,1.0,1.0,1.0,0.019912385503783353,0.04981322830909958,0.020156765676567656,0.09625063776389636,0.6070532096066725
